1000 5000
0 1
132 939 29
132 941 15
133 149 21
133 180 22
133 229 19
133 258 21
133 355 14
133 398 16
133 496 21
133 542 30
133 556 20
133 690 14
133 706 12
133 779 28
133 786 26
133 912 27
134 173 21
134 326 22
134 505 15
134 583 30
134 636 15
134 697 18
134 757 20
134 768 19
134 952 20
135 159 13
135 398 28
135 408 20
135 431 20
135 492 30
135 545 15
136 183 25
136 221 26
136 530 12
136 628 11
136 684 14
136 896 11
136 999 29
137 188 25
137 240 21
137 281 29
137 297 23
137 333 29
137 343 24
137 346 30
137 559 13
137 574 11
137 720 22
137 963 11
138 230 25
138 417 29
138 456 11
138 773 10
138 871 12
139 322 20
139 327 20
139 417 10
139 422 19
139 855 15
139 930 13
140 194 30
140 237 10
140 246 12
140 623 16
140 808 10
140 836 17
140 876 10
140 954 16
140 972 28
141 202 30
141 234 28
141 246 16
141 323 11
141 544 17
141 555 28
141 659 23
141 753 15
141 876 27
141 904 30
141 908 26
141 957 13
141 968 13
141 982 11
142 250 25
142 273 18
142 668 14
142 798 20
142 885 20
142 912 12
143 145 22
143 178 19
143 315 11
143 513 10
143 568 22
143 579 15
143 616 19
143 670 12
143 815 19
143 873 24
144 521 19
144 608 15
144 645 25
144 671 29
144 749 10
144 819 15
144 903 13
145 155 29
145 200 15
145 337 16
145 451 20
145 622 23
145 681 30
145 808 14
145 832 15
145 944 26
145 977 22
146 329 28
146 349 25
146 376 27
146 482 20
146 529 18
146 843 10
146 886 19
147 167 18
147 168 22
147 170 15
147 199 18
147 256 22
147 406 22
147 437 20
147 504 13
147 542 30
147 676 15
147 679 17
147 728 25
147 733 13
147 763 16
147 871 17
147 896 24
147 987 27
148 491 20
148 608 30
148 652 26
149 425 19
149 656 19
149 891 30
149 900 24
150 214 26
150 283 26
150 365 26
150 551 21
150 711 13
150 884 25
151 152 12
151 183 10
151 281 21
151 305 29
151 314 30
151 329 19
151 362 23
151 364 24
151 375 28
151 548 10
151 576 16
151 650 30
151 725 17
151 875 29
151 919 26
152 195 24
152 367 16
152 388 16
152 474 12
152 639 28
152 660 20
152 995 10
152 997 16
153 198 27
153 223 12
153 284 25
153 324 18
153 716 16
153 760 12
153 818 21
153 837 12
154 170 23
154 181 28
154 217 23
154 321 17
154 502 20
154 547 16
154 604 15
154 644 18
154 677 11
154 707 13
154 809 11
154 971 14
155 325 24
155 344 18
155 407 12
155 437 15
156 164 23
156 178 12
156 241 17
156 289 11
156 292 13
156 368 12
156 753 28
156 810 22
156 821 28
156 857 10
156 971 13
157 263 19
157 336 11
157 415 19
157 487 17
157 572 15
157 649 30
157 686 14
157 713 14
157 770 18
157 825 27
157 849 23
157 874 23
157 896 27
158 160 17
158 175 24
158 184 21
158 437 11
158 484 14
158 533 15
158 570 22
158 648 13
158 789 19
158 807 27
158 812 19
159 402 29
159 571 23
159 698 13
159 757 30
159 836 30
160 161 15
160 162 18
160 204 10
160 340 22
160 361 12
160 467 29
160 624 16
160 870 11
160 890 23
161 247 15
161 249 28
161 335 27
161 470 11
161 534 29
161 694 18
161 702 10
161 772 16
161 817 17
161 902 14
161 924 26
161 940 27
162 259 12
162 285 11
162 412 30
162 425 15
162 526 30
162 626 11
162 714 25
162 746 26
162 786 17
162 914 14
162 947 13
163 191 19
163 502 24
163 793 21
163 797 29
163 986 13
164 312 16
164 531 23
164 689 12
164 748 19
164 781 15
164 884 13
165 221 18
165 238 16
165 255 29
165 303 29
165 438 25
165 659 10
165 707 22
166 334 16
166 414 20
166 416 14
166 574 12
166 760 14
166 839 28
166 913 13
166 932 21
167 318 27
167 363 22
167 388 16
167 391 21
167 491 28
167 541 26
167 679 24
167 777 21
167 819 22
168 278 25
168 326 21
168 328 18
168 382 29
168 407 22
168 411 14
168 477 11
168 488 20
168 683 30
168 790 18
168 806 10
168 871 25
168 958 26
169 300 30
169 425 17
169 533 13
169 568 22
169 600 27
169 603 25
169 624 23
169 897 26
169 924 30
170 232 14
170 403 21
170 572 20
170 586 27
170 847 24
170 874 29
170 986 16
171 183 18
171 297 24
171 406 16
171 741 12
171 776 25
171 867 11
171 975 24
172 280 30
172 297 19
172 366 20
172 688 17
172 925 13
173 177 10
173 218 10
173 247 25
173 250 24
173 275 14
173 359 20
173 615 22
173 658 11
173 705 20
174 229 17
174 324 17
174 373 10
174 472 24
174 558 10
174 597 23
175 188 13
175 209 19
175 322 15
175 349 10
175 427 21
175 450 23
175 600 12
175 632 22
175 739 20
175 949 12
175 970 24
175 975 16
176 204 16
176 253 14
176 408 30
176 448 13
176 669 28
176 686 29
176 776 12
177 239 28
177 364 11
177 490 14
177 532 16
177 634 15
177 883 19
177 945 30
178 525 13
178 668 21
178 701 21
178 938 14
179 305 30
179 355 27
179 358 13
179 417 15
179 420 20
180 247 30
180 581 17
180 590 28
180 620 16
180 815 19
180 833 18
181 373 15
181 535 25
181 637 22
181 720 22
181 869 29
181 924 20
182 185 29
182 247 17
182 256 20
182 458 26
182 478 14
182 489 18
182 626 26
182 630 16
182 653 23
182 674 25
182 783 29
182 925 29
182 958 19
182 959 14
182 973 11
183 215 13
183 232 25
183 246 22
183 288 21
183 456 18
183 491 17
183 682 30
183 904 29
183 952 28
184 262 10
184 405 30
184 573 21
184 579 25
184 671 14
184 690 17
184 903 28
185 207 14
185 346 20
185 367 20
185 444 27
185 469 23
185 655 23
185 678 17
185 749 17
185 934 20
186 300 17
186 390 20
186 493 27
186 547 17
186 589 28
186 657 25
186 718 25
186 789 22
186 844 19
187 400 27
187 436 23
187 539 12
187 915 27
187 925 11
188 196 16
188 350 27
188 353 25
188 417 22
188 681 27
188 761 15
188 840 23
188 860 14
189 479 10
189 500 10
189 591 27
189 621 22
189 811 26
189 917 26
189 943 13
189 953 16
189 984 27
190 199 21
190 241 20
190 266 16
190 277 26
190 493 19
190 577 15
190 749 11
191 213 28
191 240 19
191 321 21
191 429 12
191 474 20
191 540 19
191 559 24
191 611 30
191 761 14
191 844 28
191 864 27
191 929 14
192 678 17
192 709 21
192 959 26
193 388 29
193 477 17
193 815 14
193 870 26
194 236 27
194 305 14
194 353 29
194 437 28
194 441 26
194 448 29
194 461 22
194 944 24
194 972 23
195 295 20
195 321 30
195 532 10
195 537 14
195 589 12
195 618 22
195 741 12
195 826 17
195 844 16
195 867 19
196 352 11
196 487 30
196 549 13
196 673 15
196 839 22
196 876 18
196 881 24
196 977 10
196 978 15
197 372 14
197 397 10
197 569 24
197 606 23
197 764 17
197 785 19
197 877 30
197 908 13
197 948 28
198 253 28
198 299 10
198 311 27
198 610 19
199 250 26
199 324 28
199 488 13
199 611 20
199 680 21
199 744 10
199 828 28
199 851 23
199 954 16
200 205 21
200 324 17
200 347 30
200 520 20
200 527 10
200 553 27
200 753 16
201 209 27
201 270 15
201 339 27
201 636 30
201 642 18
201 713 18
201 758 11
201 771 15
201 796 20
201 839 19
201 997 15
202 272 26
202 329 15
202 390 17
202 485 15
202 603 27
202 605 10
202 635 30
202 750 18
202 769 21
202 809 13
202 825 17
202 861 11
202 984 10
203 358 21
203 470 25
203 481 13
203 534 20
203 609 20
203 678 14
203 833 17
203 902 13
203 951 13
204 345 27
204 608 15
204 640 14
204 648 20
205 320 10
205 361 27
205 369 25
205 585 28
205 856 11
205 876 28
205 901 11
205 978 10
206 328 17
206 393 20
206 490 30
206 850 14
206 863 17
206 889 18
206 912 13
207 242 15
207 321 11
207 514 21
207 557 26
207 779 11
208 485 26
208 629 13
208 701 14
208 744 22
209 404 15
209 526 20
209 623 24
209 658 16
209 669 27
209 752 10
209 757 20
209 789 23
209 904 15
209 991 30
209 999 14
210 238 30
210 515 12
210 665 30
210 919 28
211 212 27
211 386 14
211 432 15
211 482 12
211 672 14
211 683 30
211 875 29
212 486 25
212 518 15
212 533 13
212 575 16
212 632 15
212 800 10
213 293 15
213 347 18
213 444 28
213 501 21
213 533 13
213 610 10
213 781 30
213 795 27
214 226 20
214 249 24
214 276 12
214 306 28
214 420 29
214 560 17
214 644 21
214 646 24
214 730 13
214 779 15
214 853 17
214 983 11
215 306 30
215 343 28
215 358 22
215 563 30
215 657 17
215 667 28
215 685 28
215 842 24
215 866 30
215 959 15
216 538 30
216 594 11
216 633 16
216 644 13
216 755 14
216 782 13
217 271 22
217 491 29
217 541 15
217 593 10
217 598 18
217 842 21
217 852 21
217 889 15
218 344 17
218 405 22
218 480 26
218 501 15
218 686 14
218 716 14
218 718 11
218 925 18
219 280 28
219 418 13
219 488 14
219 505 28
219 507 19
219 780 24
220 278 25
220 388 24
220 424 14
220 500 30
220 637 24
220 735 10
220 780 13
220 855 10
220 960 10
221 320 28
221 362 14
221 403 15
221 430 29
221 592 15
221 614 30
221 687 20
221 720 29
221 759 13
221 850 16
221 977 10
222 253 14
222 282 23
222 564 14
222 632 23
222 705 10
222 821 18
222 830 21
222 908 24
222 959 18
222 963 20
223 283 23
223 438 15
223 563 15
223 728 17
223 911 23
223 937 13
224 506 20
224 529 12
224 552 11
224 863 14
224 961 18
225 537 26
225 777 15
225 850 22
225 880 14
225 893 10
225 976 12
226 249 30
226 268 22
226 916 26
226 921 30
227 570 19
227 627 20
227 665 11
228 320 17
228 327 19
228 598 15
228 615 13
228 915 27
228 923 22
228 942 27
229 489 29
229 624 19
229 779 14
229 826 19
229 845 26
230 263 30
230 289 28
230 320 26
230 322 14
230 475 15
230 496 16
230 633 14
230 654 26
230 895 19
230 964 13
231 464 30
231 491 10
231 642 27
231 740 29
231 757 10
231 842 15
231 853 18
231 886 26
231 921 22
232 277 15
232 292 22
232 339 16
232 456 12
232 478 12
232 511 25
232 577 24
232 602 17
232 604 20
232 657 30
232 691 30
232 725 17
232 860 22
232 970 16
233 396 22
233 818 20
233 968 23
233 975 13
234 247 21
234 634 30
234 695 19
234 767 19
234 800 25
234 946 18
235 468 14
235 654 27
235 729 28
235 812 18
235 902 22
235 924 26
235 939 29
235 975 20
236 352 17
236 655 13
236 815 15
236 928 17
236 982 22
237 253 19
237 292 18
237 622 24
237 853 21
237 963 20
237 983 19
237 984 25
238 319 19
238 386 12
238 387 28
238 405 24
238 948 17
238 999 22
239 277 11
239 406 18
239 467 10
239 511 17
239 653 26
239 795 15
239 816 10
240 328 11
240 472 19
240 796 25
240 807 16
240 832 11
240 891 16
240 975 27
241 295 15
241 300 24
241 368 24
241 389 18
241 392 24
241 404 26
241 548 19
241 549 29
241 646 20
241 875 19
242 379 28
242 475 23
242 573 23
242 635 19
242 870 24
243 284 18
243 347 15
243 740 20
243 795 11
243 864 13
243 873 23
243 914 29
244 326 16
244 432 16
244 543 28
244 566 16
244 623 11
244 719 16
244 844 23
244 861 27
244 934 29
244 940 24
245 372 21
245 440 29
245 802 24
246 401 22
246 441 27
246 516 23
246 561 14
246 949 27
246 963 19
247 263 30
247 304 19
247 374 22
247 470 12
247 512 30
247 581 25
247 606 23
247 618 22
247 755 26
247 760 27
247 835 25
247 889 11
247 960 11
247 963 11
248 499 10
248 639 18
248 728 24
248 773 18
248 823 13
248 883 23
248 989 14
249 298 10
249 457 19
249 554 11
249 642 20
249 718 21
249 721 16
249 836 29
250 291 24
250 351 15
250 426 25
250 462 21
250 656 13
250 682 23
250 802 22
250 874 20
250 927 29
250 949 23
251 307 29
251 447 10
251 590 18
251 802 14
251 843 30
251 907 16
252 375 25
252 385 24
252 451 13
252 488 11
252 539 27
252 595 24
252 619 18
252 761 23
252 859 19
252 932 21
253 479 13
253 570 11
253 617 14
253 734 18
253 830 18
253 863 13
254 283 30
254 507 20
254 530 21
254 557 29
254 628 13
254 719 24
254 762 30
254 940 24
255 325 24
255 369 13
255 399 25
255 404 26
255 504 27
255 577 27
255 765 24
255 957 16
255 986 19
256 288 16
256 381 30
256 428 14
256 574 29
256 667 28
256 670 26
256 687 13
256 692 30
256 736 26
256 825 30
257 296 22
257 426 26
257 491 16
257 677 28
257 867 29
257 911 15
257 921 10
257 943 13
258 290 23
258 302 30
258 343 22
258 385 27
258 422 11
258 446 24
258 460 23
258 520 22
258 579 28
258 627 20
258 756 28
258 798 28
258 856 28
259 272 11
259 293 17
259 358 23
259 384 22
259 529 27
259 758 20
259 807 18
259 898 13
259 962 14
260 265 20
260 432 29
260 454 24
260 463 20
260 596 16
260 606 10
260 643 26
260 661 22
260 755 12
260 834 26
261 329 16
261 364 26
261 535 11
261 699 20
261 821 16
261 851 30
261 898 27
261 974 23
262 312 26
262 369 27
262 398 15
262 427 26
262 601 30
262 626 12
262 665 19
262 697 20
262 809 18
262 909 24
263 426 19
263 495 10
263 572 20
263 631 18
263 857 12
263 929 17
263 931 11
264 266 24
264 438 21
264 525 26
264 781 15
264 825 10
264 958 15
264 970 11
