10000 2147483648
29 25 4113838
30 43 2335141
30 45 2310719
30 24 508763
30 47 7443098
30 32 5973258
30 14 1980002
30 12 8083798
30 36 7589191
30 17 3216155
30 14 5289086
30 21 3979127
30 27 2987936
30 46 5443716
30 48 4320395
30 45 4102319
30 16 3553548
30 40 2028186
30 18 6887190
30 10 3307991
30 42 7521600
30 14 843886
30 48 1870029
30 49 7876579
30 23 2877525
30 36 3695599
30 22 5333439
31 19 7799108
31 21 829940
31 43 2091022
31 42 6753559
31 17 4744338
31 28 3882278
31 18 5090819
31 24 7498476
31 43 1758309
31 10 4841714
31 21 452542
31 16 7235969
31 10 500199
31 26 813059
31 28 5361481
31 31 6173757
31 46 5205645
31 10 5010788
31 47 5823532
31 50 4356892
31 11 5670669
31 37 443592
31 42 3537096
31 12 6429873
32 45 2854549
32 50 7516920
32 22 1113596
32 43 4096439
32 28 1025316
32 12 613271
32 29 1355084
32 41 879619
32 35 2223671
32 30 5166750
32 48 5138942
32 25 4573889
32 21 5357406
32 10 8101548
32 46 2668437
32 11 6430730
32 48 6650534
32 23 7305570
32 32 3820721
32 23 4584721
32 39 4678849
32 14 6328273
32 13 720905
33 39 2138062
33 37 388664
33 37 352859
33 42 3353430
33 48 2144480
33 30 5463882
33 48 1462064
33 20 6398278
33 39 5300491
33 28 5951934
33 43 3578745
33 38 1127821
33 31 7928394
33 33 5031863
33 11 1829662
33 10 6499241
33 31 1617596
33 11 2451594
33 21 2585310
33 36 1715095
33 12 2566815
34 46 3286037
34 43 5538918
34 45 838495
34 14 3673445
34 19 6699000
34 36 1070202
34 21 6790680
34 32 2083324
34 17 3430242
34 33 7764680
34 23 1967866
34 11 2907832
34 10 2425422
34 31 4004430
34 45 3773528
34 21 7999493
34 39 2369041
34 10 4150484
34 15 1973951
34 20 7501025
34 37 1470632
34 40 5303021
34 20 2911970
34 39 2712612
34 15 1785976
34 16 3658780
35 10 6402189
35 29 4229331
35 15 6422502
35 19 5121181
35 27 5711091
35 49 3302055
35 44 4575398
35 12 7065556
35 11 714304
35 25 4604103
35 14 6244728
35 28 6169935
35 32 6235189
35 18 2992675
35 47 4483736
35 20 4869572
35 13 891604
35 25 4729229
35 29 6018469
35 48 4964589
35 28 7266843
35 29 5559616
35 33 5540491
35 44 3718834
35 16 2798473
35 47 6079671
35 44 7416622
35 15 3391605
35 32 2405456
35 42 8209590
36 23 6059449
36 31 2028903
36 32 1725845
36 38 1472400
36 11 7362457
36 39 674232
36 33 5953374
36 10 6936461
36 30 5825965
36 36 3196466
36 14 4619292
36 22 3748773
36 21 8142292
36 19 798290
36 18 5157495
36 10 7961983
36 43 5770364
36 14 964138
36 34 452396
36 20 5951083
36 29 3928258
36 44 7023401
36 21 3289852
36 29 5401459
36 35 7303086
36 46 6052660
36 11 4273397
36 35 3358873
36 21 5378177
37 48 3723387
37 46 466024
37 37 492365
37 50 1720025
37 31 6092961
37 28 959582
37 49 4454526
37 25 4838357
37 26 3565187
37 18 4452774
37 34 2772484
37 35 7116656
37 37 5316363
37 21 3497323
37 22 1776280
37 23 1823232
37 19 4861100
37 13 8018725
37 34 5074855
37 38 3607885
37 37 1093460
37 49 1343152
37 47 7580075
37 16 7267574
37 22 2761069
37 22 193493
37 45 485615
37 24 145234
37 40 4167889
38 31 5226599
38 50 376563
38 25 5178454
38 42 5152396
38 13 1356901
38 11 6093627
38 17 2548261
38 42 5155778
38 49 5833610
38 36 1198292
38 50 6188254
38 47 1522922
38 49 7227557
38 30 6245984
38 47 7157024
38 13 3634102
38 29 5798499
38 41 529627
38 48 3889356
38 37 333534
38 25 4262108
38 32 3509747
38 17 1950729
38 37 1816336
38 13 4509423
38 25 2866268
38 12 986578
38 21 3237678
38 14 6990390
38 22 6362966
38 41 1760887
38 50 5476211
38 35 2558527
39 29 8248262
39 43 4127482
39 24 4387763
39 10 5572757
39 22 289108
39 29 3291791
39 21 369477
39 17 1956800
39 21 8059762
39 13 5665183
39 47 804674
39 45 5510074
39 27 3575498
39 37 6874819
39 12 6158834
39 45 2953489
39 47 3850264
39 47 2103236
39 11 794399
39 15 5457758
39 18 5350416
39 20 831317
40 30 8252169
40 27 1426005
40 29 2233759
40 33 5146385
40 12 3720925
40 11 7590389
40 21 8119991
40 21 3575669
40 24 4196520
40 35 6243955
40 22 1640306
40 29 1375697
40 49 4274199
40 38 6351979
40 29 4070513
40 30 319948
40 44 2457615
40 50 1062547
40 37 648218
40 29 1942234
40 43 3580873
40 46 1400779
40 27 6648553
40 19 5818968
40 43 1504955
40 26 2418530
40 48 4807519
40 32 7714185
40 17 3022204
40 36 6564250
40 30 410191
41 39 4634503
41 20 1581497
41 25 4099414
41 39 4373331
41 36 4213353
41 45 1655643
41 49 8093892
41 25 1235221
41 50 3669645
41 41 5367240
41 13 6345365
41 37 1200740
41 19 7720178
41 26 5826616
41 47 2113240
41 32 2422689
41 49 3439281
41 23 1273701
41 11 175660
41 43 7105531
41 47 6959140
41 38 8038496
41 32 5517764
41 38 6798094
41 28 1701472
41 18 7659288
41 49 6393152
41 12 4480624
41 42 5741815
41 49 5499692
41 37 3951419
42 27 3604487
42 24 4184695
42 20 3289434
42 28 5114151
42 38 177813
42 23 7046037
42 32 4721918
42 28 5088344
42 22 3120079
42 35 6452713
42 42 4408269
42 30 6798981
42 30 8199185
42 46 3496262
42 20 6597676
42 11 777940
42 35 7284710
42 13 5711932
42 13 7072707
42 29 7183064
42 12 7678884
42 17 6165262
42 23 3716874
43 47 2973557
43 45 1799876
43 18 7747442
43 17 6515806
43 31 878562
43 14 4231179
43 36 2194098
43 20 4509901
43 21 375973
43 45 7350006
43 39 6874293
43 20 2909839
43 21 4582229
43 34 2670705
43 50 2651529
43 43 4381118
43 22 4729262
43 45 7973576
43 26 8134525
43 47 4291055
43 37 1263160
43 46 1259435
43 31 1520343
43 35 1298393
43 37 472688
43 16 5153536
43 24 6278230
43 34 1757542
43 37 355528
44 38 3656456
44 15 1837818
44 50 3758762
44 24 3492069
44 42 376611
44 39 3205120
44 44 6792556
44 11 2895275
44 45 4631677
44 14 6052894
44 14 7507613
44 27 4009037
44 47 316963
44 19 6051500
44 47 5055339
44 29 5742883
44 15 6775768
44 29 6269182
44 42 5484631
45 25 7946715
45 30 6073887
45 38 3105076
45 33 3570528
45 48 4466941
45 23 6324232
45 40 2841402
45 42 6582632
45 11 6873902
45 39 239894
45 13 329061
45 16 3223657
45 41 3353767
45 43 4272169
45 27 2080071
45 24 824144
45 35 6263375
45 33 2882835
45 43 3139665
45 50 7858755
45 44 3701475
45 48 8237261
46 19 3891285
46 13 3643245
46 32 6625114
46 20 2494417
46 48 3687385
46 27 5622153
46 28 4353013
46 27 4066110
46 33 3969694
46 44 1515352
46 37 302507
46 17 5517594
46 12 5985151
46 36 455825
46 44 1522537
46 24 694505
46 14 1763949
46 40 573477
46 14 6101487
46 15 7143047
46 39 6190932
46 47 1151474
46 45 4729150
47 47 3080022
47 13 5064297
47 17 1573011
47 26 4471464
47 47 582079
47 25 5004014
47 43 1626317
47 35 1994643
47 17 2023988
47 17 1261105
47 35 1582020
47 36 5263638
47 14 4206286
47 46 580598
47 44 2123134
47 29 2290728
47 44 1636856
48 27 5547991
48 36 220422
48 31 7246851
48 49 4948754
48 39 5340241
48 45 313481
48 19 5068007
48 12 4897949
48 48 1869972
48 15 5359977
48 19 180033
48 32 6002765
48 50 2626126
48 30 5168733
48 20 3816136
48 20 2079715
48 17 7884792
48 11 7138523
48 27 6020801
48 30 903866
48 34 4658604
48 41 1860369
48 43 5140901
48 29 2588084
49 46 317961
49 37 6753230
49 34 6451745
49 42 5774673
49 35 7482848
49 44 137280
49 48 1804972
49 40 7503087
49 47 734544
49 26 1413370
49 49 3682171
49 15 3696142
49 39 4150894
49 32 6702231
49 12 5406723
49 47 7190455
49 47 2326251
50 43 378320
50 25 6740311
50 36 728686
50 17 6489482
50 22 7909933
50 44 5495344
50 25 7466987
50 33 7999868
50 42 6968201
50 46 2412038
50 41 6467735
50 32 6327647
50 48 5515595
50 28 1610601
50 50 230947
50 44 5455329
50 37 5640924
50 43 4185785
50 47 3555226
50 50 5028862
50 13 4121838
50 41 4724004
50 20 156591
50 50 7853796
51 14 4006555
51 37 4226363
51 47 6290985
51 44 596075
51 44 3074000
51 18 4803450
51 42 5598538
51 36 8095866
51 20 3643558
51 38 6975564
51 17 395359
51 48 1747097
51 33 3109356
51 30 756482
51 18 5976496
51 43 4309463
51 20 6922691
51 10 7198933
51 41 157004
51 44 7334905
51 47 6621994
51 36 7663443
51 24 7316255
51 13 6800618
52 24 4684780
52 20 6605651
52 35 7360078
52 22 7134478
52 46 2125541
52 26 8155761
52 23 5531188
52 32 6873806
52 27 6816823
52 16 7448595
52 47 4980576
52 11 4774633
52 23 955362
52 21 5528409
52 43 6169940
52 21 6065279
52 14 1472772
52 20 6088858
52 47 3770689
52 26 867305
53 27 7406554
53 24 5210345
53 26 1104474
53 30 5150285
53 28 3983271
53 25 3534370
53 33 4505196
53 35 216364
53 38 5809305
53 28 4588794
53 18 3135792
53 14 2044190
53 43 6295743
53 23 7000708
53 33 7291261
53 40 2342342
53 35 2026554
53 12 2390071
53 20 7097234
53 46 6080595
53 20 2759968
54 43 5710801
54 21 7381976
54 26 2416485
54 39 537034
54 34 1642051
54 25 1326181
54 35 2336053
54 50 6326968
54 22 4105552
54 29 411691
54 29 7731256
54 14 6498760
54 30 920096
54 32 3432993
54 14 2602658
54 48 959953
54 27 4579138
54 37 3413108
54 17 3382030
54 21 4767360
54 10 2798005
54 39 7094970
54 25 6945395
54 12 3020180
54 42 6633480
55 10 5357739
55 40 1397747
55 43 582404
55 42 4253283
55 13 2928069
55 19 5471903
55 47 3176485
55 43 5629964
55 11 7478045
55 38 737626
55 26 3655274
55 17 699240
55 46 2834241
55 36 258208
55 36 5888783
55 31 4366281
55 29 4934197
55 11 7567178
55 43 7838594
55 24 1972234
55 34 2684640
55 17 6666066
55 35 763187
55 16 7318744
55 18 5696840
55 15 3665367
55 32 3754855
55 32 5704794
55 16 5689176
55 14 4433246
55 21 1279397
55 16 7652622
55 17 5807303
55 45 4943410
56 22 6828903
56 41 3625300
56 37 4308106
56 47 2847170
56 15 846175
56 26 4342906
56 48 3007793
56 40 8253941
56 25 1097499
56 49 7291556
56 11 198753
56 27 1280531
56 29 7612369
56 50 3147222
56 20 5289208
56 27 861427
56 33 5264454
56 42 4874099
56 23 4823966
56 47 1069518
56 38 5607658
56 25 5045139
56 38 903179
56 28 8163024
56 20 3164240
56 16 4179112
57 15 553914
57 43 1763428
57 46 7369489
57 28 8226107
57 33 5607113
57 15 6803191
57 38 7301613
57 23 7713980
57 48 6336443
57 48 8116340
57 50 3325418
57 30 1783807
57 31 6287057
57 45 3876338
57 26 7085156
57 21 5144997
57 18 6650028
57 50 7994544
57 13 1462775
57 27 7834811
57 35 7370333
57 26 4131738
57 18 6490417
57 24 304169
57 46 5414978
57 49 4654470
57 22 8099344
57 21 6532025
57 18 4355993
57 19 6584660
57 30 5088270
58 30 2368132
58 13 5658356
58 11 4343361
58 14 4815326
58 33 7607158
58 43 2018101
58 27 4301193
58 16 7646938
58 14 551886
58 24 4267041
58 44 2069510
58 32 6436567
58 37 6510901
58 10 5769026
58 40 4405263
58 11 605841
58 10 8007112
58 30 696223
58 22 3102007
58 28 3631497
58 40 5174428
58 24 5641756
58 22 5671286
58 14 2402781
58 48 5028488
58 42 946408
58 23 847528
58 14 1482672
58 31 7902758
58 26 136521
58 40 3764652
58 10 1737253
58 23 2628297
58 28 8236639
59 25 7040615
59 10 404792
59 48 3835276
59 45 3907071
59 43 4702208
59 26 7507000
59 19 6395305
59 10 7123815
59 10 681494
59 19 1169267
59 28 7864694
59 32 3855159
59 31 7876244
59 16 5948170
59 37 6762889
59 32 453577
59 17 4883579
59 38 2949432
59 25 6387834
59 10 5783373
59 23 2479646
59 11 4050352
59 13 6043872
59 41 7755340
59 42 3700448
60 19 4339600
60 33 2629341
60 16 6115850
60 29 8232708
60 11 3811675
60 11 5087911
60 46 6515753
60 49 7890674
60 41 4914041
60 15 6828109
60 43 538739
60 30 4811701
60 42 6608394
60 50 379835
60 29 1852416
60 40 1975700
60 24 5362622
60 38 2424522
60 21 7846380
60 38 7378113
60 50 4531696
60 49 6693296
60 18 3276366
60 41 4185827
60 17 7109826
60 28 4285293
60 19 6224160
60 31 6864399
61 38 2576221
61 47 469127
61 16 5833887
61 40 5668172
61 45 5934979
61 37 8039237
61 31 3785211
61 12 7393320
61 31 6339501
61 32 2969798
61 16 7800037
61 18 1612822
61 41 6171147
61 34 6550219
61 46 549496
61 34 3237709
61 49 6004233
61 16 179128
61 13 4836381
61 21 1580404
61 22 3295900
61 10 7066701
61 31 1179758
61 41 2855698
61 47 1769263
62 16 7270302
62 43 2155008
62 28 1859328
62 37 4845273
62 27 7931677
62 26 8223689
62 19 297414
62 43 3572055
62 44 7478116
62 11 7909208
62 22 3775510
62 14 5291044
62 41 3487041
62 24 7994763
62 33 3228837
62 29 602680
62 46 1971156
62 23 7620722
62 46 2870399
62 35 6241670
62 36 7533269
62 47 2563506
62 31 6720745
62 14 3977503
62 40 727317
62 34 6925762
62 10 495042
62 40 2033222
62 37 5248413
62 36 5856565
62 28 4111759
62 29 3001959
63 16 7468996
63 42 5169035
63 37 887078
63 10 309743
63 30 501550
63 13 6197234
63 31 3240975
63 27 7818183
63 50 5191894
63 22 4229525
63 17 2435517
63 41 1536161
63 18 4460765
63 27 673787
63 22 5306978
63 40 5327119
63 35 2187256
63 40 7107300
63 49 1298877
63 20 4450455
63 15 3199215
63 38 1082006
63 39 2988332
63 37 3904166
63 24 1714941
63 10 4805837
63 48 7470266
63 26 5759001
63 37 7221035
63 12 164374
64 22 2144869
64 39 3127120
64 27 2946699
64 37 2375089
64 36 2927590
64 16 3831673
64 46 356740
64 18 6691018
64 36 5666879
64 43 7463461
64 40 4238386
64 49 3488848
64 12 2736377
64 11 7779536
64 10 4313385
64 33 2598753
64 23 4652476
64 31 4369318
64 18 5482984
64 16 5587002
64 23 4412997
64 17 8192330
64 37 926759
64 42 7341723
64 35 7040891
64 36 6810464
64 40 4866363
64 41 2251649
64 18 7155013
64 13 6676052
64 38 1452426
64 44 2303593
65 29 4563098
65 18 8015517
65 39 4579539
65 14 7928194
65 15 431971
65 14 5035562
65 42 3989045
65 39 4630130
65 48 1249301
65 48 6906510
65 48 3271297
65 34 5694051
65 40 6555550
65 24 6086749
65 49 3361232
65 20 2603424
65 38 4133785
65 36 5382280
65 15 753051
66 38 2389867
66 43 328169
66 27 653785
66 23 4741296
66 35 2482016
66 22 2765709
66 41 227115
66 41 694220
66 15 1219842
66 39 712049
66 30 6802734
66 36 648803
66 34 6951004
66 29 4386656
66 41 740451
66 45 1902264
66 19 5075384
66 25 6883770
66 45 4455049
66 13 8115191
66 42 3465918
66 29 5245747
66 43 159262
66 46 1655484
66 15 5041650
66 13 2026349
66 47 3924698
66 19 1877474
66 39 2264001
66 29 4689088
67 35 437198
67 35 1895577
67 31 5133897
67 18 6806162
67 14 7577391
67 30 1398742
67 50 7223275
67 45 1459232
67 34 2607443
67 28 3646251
67 38 2547506
67 20 695622
67 35 4102351
67 38 5811149
67 24 2635675
67 20 4348497
67 12 4636753
67 49 1284582
67 31 7410569
67 27 1225840
67 20 7191619
67 41 1801282
67 32 8161488
67 35 6392290
68 36 7518621
68 36 598373
68 19 2032272
68 27 461111
68 45 3721164
68 29 5321217
68 27 7121213
68 40 4062119
68 25 879137
68 41 4133008
